,코드,요양기관소재지구분,환자수,총사용량,진료금액,년도
3,O0884,서울,8,177,"8,073",2018년
4,O0884,부산,-,-,-,2018년
5,O0884,인천,-,-,-,2018년
6,O0884,대구,-,-,-,2018년
7,O0884,광주,-,-,-,2018년
8,O0884,경기,-,-,-,2018년
9,O0884,경남,-,-,-,2018년
2,O0884,계,80,"4,212","198,825",2019년
3,O0884,서울,71,"3,690","174,847",2019년
4,O0884,부산,1,113,"5,552",2019년
5,O0884,인천,2,128,"5,833",2019년
6,O0884,대구,3,138,"6,303",2019년
7,O0884,광주,-,-,-,2019년
8,O0884,경기,3,143,"6,290",2019년
9,O0884,경남,-,-,-,2019년
2,O0884,계,95,"4,039","193,536",2020년
3,O0884,서울,81,"3,655","176,045",2020년
4,O0884,부산,1,30,"1,511",2020년
5,O0884,인천,2,44,"2,045",2020년
6,O0884,대구,3,61,"2,796",2020년
7,O0884,광주,-,-,-,2020년
8,O0884,경기,8,249,"11,138",2020년
9,O0884,경남,-,-,-,2020년
2,O0884,계,117,"5,033","245,623",2021년
3,O0884,서울,92,"3,968","195,055",2021년
4,O0884,부산,1,43,"2,170",2021년
5,O0884,인천,5,137,"6,420",2021년
6,O0884,대구,4,218,"10,188",2021년
7,O0884,광주,1,17,802,2021년
8,O0884,경기,11,517,"24,055",2021년
9,O0884,경남,3,133,"6,933",2021년
2,O0885,계,14,19,"1,002",2018년
3,O0885,서울,14,19,"1,002",2018년
4,O0885,인천,-,-,-,2018년
5,O0885,대구,-,-,-,2018년
6,O0885,경기,-,-,-,2018년
7,O0885,경남,-,-,-,2018년
2,O0885,계,55,301,"16,112",2019년
3,O0885,서울,49,270,"14,471",2019년
4,O0885,인천,1,3,161,2019년
5,O0885,대구,3,16,860,2019년
6,O0885,경기,2,12,620,2019년
7,O0885,경남,-,-,-,2019년
2,O0885,계,78,491,"26,714",2020년
3,O0885,서울,67,420,"22,912",2020년
4,O0885,인천,1,7,383,2020년
5,O0885,대구,4,28,"1,525",2020년
6,O0885,경기,6,36,"1,894",2020년
7,O0885,경남,-,-,-,2020년
2,O0885,계,106,501,"27,622",2021년
3,O0885,서울,91,415,"22,912",2021년
4,O0885,인천,3,15,829,2021년
5,O0885,대구,3,31,"1,715",2021년
6,O0885,경기,6,29,"1,557",2021년
7,O0885,경남,3,11,610,2021년
2,O0885,계,14,19,"1,002",2018년
3,O0885,서울,14,19,"1,002",2018년
4,O0885,인천,-,-,-,2018년
5,O0885,대구,-,-,-,2018년
6,O0885,경기,-,-,-,2018년
7,O0885,경남,-,-,-,2018년
2,O0885,계,55,301,"16,112",2019년
3,O0885,서울,49,270,"14,471",2019년
4,O0885,인천,1,3,161,2019년
5,O0885,대구,3,16,860,2019년
6,O0885,경기,2,12,620,2019년
7,O0885,경남,-,-,-,2019년
2,O0885,계,78,491,"26,714",2020년
3,O0885,서울,67,420,"22,912",2020년
4,O0885,인천,1,7,383,2020년
5,O0885,대구,4,28,"1,525",2020년
6,O0885,경기,6,36,"1,894",2020년
7,O0885,경남,-,-,-,2020년
2,O0885,계,106,501,"27,622",2021년
3,O0885,서울,91,415,"22,912",2021년
4,O0885,인천,3,15,829,2021년
5,O0885,대구,3,31,"1,715",2021년
6,O0885,경기,6,29,"1,557",2021년
7,O0885,경남,3,11,610,2021년
2,O0885,계,14,19,"1,002",2018년
3,O0885,서울,14,19,"1,002",2018년
4,O0885,인천,-,-,-,2018년
5,O0885,대구,-,-,-,2018년
6,O0885,경기,-,-,-,2018년
7,O0885,경남,-,-,-,2018년
2,O0885,계,55,301,"16,112",2019년
3,O0885,서울,49,270,"14,471",2019년
4,O0885,인천,1,3,161,2019년
5,O0885,대구,3,16,860,2019년
6,O0885,경기,2,12,620,2019년
7,O0885,경남,-,-,-,2019년
2,O0885,계,78,491,"26,714",2020년
3,O0885,서울,67,420,"22,912",2020년
4,O0885,인천,1,7,383,2020년
5,O0885,대구,4,28,"1,525",2020년
6,O0885,경기,6,36,"1,894",2020년
7,O0885,경남,-,-,-,2020년
2,O0885,계,106,501,"27,622",2021년
3,O0885,서울,91,415,"22,912",2021년
4,O0885,인천,3,15,829,2021년
5,O0885,대구,3,31,"1,715",2021년
6,O0885,경기,6,29,"1,557",2021년
7,O0885,경남,3,11,610,2021년
2,O1921,계,"1,505","1,570","519,602",2010년
3,O1921,서울,502,523,"170,577",2010년
4,O1921,부산,201,218,"71,985",2010년
5,O1921,인천,48,50,"15,436",2010년
6,O1921,대구,108,110,"38,332",2010년
7,O1921,광주,41,42,"13,730",2010년
8,O1921,대전,65,68,"22,391",2010년
9,O1921,울산,30,31,"10,517",2010년
10,O1921,경기,219,226,"73,475",2010년
11,O1921,강원,71,73,"25,159",2010년
12,O1921,충북,56,60,"22,207",2010년
13,O1921,충남,20,22,"6,834",2010년
14,O1921,전북,9,9,"2,790",2010년
15,O1921,전남,16,16,"4,875",2010년
16,O1921,경북,38,38,"12,687",2010년
17,O1921,경남,65,66,"21,939",2010년
18,O1921,제주,18,20,"6,667",2010년
2,O1921,계,"1,422","1,470","428,958",2011년
3,O1921,서울,474,492,"142,295",2011년
4,O1921,부산,180,186,"56,164",2011년
5,O1921,인천,35,36,"10,236",2011년
6,O1921,대구,98,97,"28,886",2011년
7,O1921,광주,44,44,"13,128",2011년
8,O1921,대전,55,55,"16,966",2011년
9,O1921,울산,31,30,"8,448",2011년
10,O1921,경기,244,260,"72,545",2011년
11,O1921,강원,66,67,"19,233",2011년
12,O1921,충북,37,36,"11,271",2011년
13,O1921,충남,21,23,"7,026",2011년
14,O1921,전북,9,9,"2,526",2011년
15,O1921,전남,11,12,"3,689",2011년
16,O1921,경북,41,42,"12,333",2011년
17,O1921,경남,62,62,"18,093",2011년
18,O1921,제주,19,20,"6,118",2011년
2,O1921,계,"1,624","1,692","441,529",2012년
3,O1921,서울,481,501,"127,538",2012년
4,O1921,부산,226,237,"64,045",2012년
5,O1921,인천,56,59,"14,632",2012년
6,O1921,대구,87,90,"24,757",2012년
7,O1921,광주,69,72,"19,576",2012년
8,O1921,대전,72,76,"20,623",2012년
9,O1921,울산,43,44,"11,634",2012년
10,O1921,경기,241,252,"63,925",2012년
11,O1921,강원,65,67,"16,477",2012년
12,O1921,충북,54,56,"15,685",2012년
13,O1921,충남,9,9,"2,509",2012년
14,O1921,전북,15,16,"3,793",2012년
15,O1921,전남,29,30,"7,813",2012년
16,O1921,경북,53,53,"13,850",2012년
17,O1921,경남,79,80,"21,279",2012년
18,O1921,제주,48,52,"13,393",2012년
2,O1921,계,"1,490","1,546","404,842",2013년
3,O1921,서울,482,501,"127,999",2013년
4,O1921,부산,183,200,"54,107",2013년
5,O1921,인천,45,48,"12,762",2013년
6,O1921,대구,62,63,"17,556",2013년
7,O1921,광주,77,78,"20,847",2013년
8,O1921,대전,52,53,"13,923",2013년
9,O1921,울산,20,20,"5,631",2013년
10,O1921,경기,262,262,"67,500",2013년
11,O1921,강원,78,85,"22,584",2013년
12,O1921,충북,50,50,"13,983",2013년
13,O1921,충남,14,16,"3,079",2013년
14,O1921,전북,21,26,"6,855",2013년
15,O1921,전남,37,37,"9,479",2013년
16,O1921,경북,45,44,"12,131",2013년
17,O1921,경남,49,49,"12,890",2013년
18,O1921,제주,14,13,"3,517",2013년
2,O1921,계,"1,367","1,414","402,615",2014년
3,O1921,서울,418,426,"120,513",2014년
4,O1921,부산,181,192,"56,839",2014년
5,O1921,인천,50,54,"15,444",2014년
6,O1921,대구,72,72,"20,865",2014년
7,O1921,광주,66,66,"18,771",2014년
8,O1921,대전,46,46,"13,253",2014년
9,O1921,울산,21,20,"5,484",2014년
10,O1921,경기,251,269,"75,588",2014년
11,O1921,강원,86,88,"25,788",2014년
12,O1921,충북,45,44,"12,706",2014년
13,O1921,충남,6,6,"1,593",2014년
14,O1921,전북,14,15,"4,034",2014년
15,O1921,전남,24,24,"6,065",2014년
16,O1921,경북,18,18,"4,948",2014년
17,O1921,경남,52,53,"15,350",2014년
18,O1921,제주,18,19,"5,373",2014년
2,O1921,계,"1,130","1,176","391,593",2015년
3,O1921,서울,354,372,"120,828",2015년
4,O1921,부산,151,159,"54,825",2015년
5,O1921,인천,28,28,"9,204",2015년
6,O1921,대구,40,41,"14,243",2015년
7,O1921,광주,14,14,"4,893",2015년
8,O1921,대전,12,12,"3,899",2015년
9,O1921,울산,16,16,"5,478",2015년
10,O1921,경기,244,254,"84,684",2015년
11,O1921,강원,66,69,"24,016",2015년
12,O1921,충북,40,44,"14,350",2015년
13,O1921,충남,6,7,"1,934",2015년
14,O1921,전북,38,38,"12,116",2015년
15,O1921,전남,19,20,"5,866",2015년
16,O1921,경북,29,29,"9,969",2015년
17,O1921,경남,65,64,"22,344",2015년
18,O1921,제주,9,9,"2,946",2015년
2,O1921,계,"1,077","1,122","382,663",2016년
3,O1921,서울,294,315,"99,064",2016년
4,O1921,부산,159,165,"59,632",2016년
5,O1921,인천,44,45,"14,963",2016년
6,O1921,대구,54,54,"19,732",2016년
7,O1921,광주,16,16,"5,996",2016년
8,O1921,대전,22,22,"7,635",2016년
9,O1921,울산,10,11,"3,508",2016년
10,O1921,경기,219,224,"80,247",2016년
11,O1921,강원,55,57,"20,988",2016년
12,O1921,충북,40,40,"14,069",2016년
13,O1921,충남,12,13,"3,646",2016년
14,O1921,전북,30,36,"10,927",2016년
15,O1921,전남,17,18,"5,518",2016년
16,O1921,경북,34,34,"11,629",2016년
17,O1921,경남,68,68,"23,655",2016년
18,O1921,제주,4,4,"1,455",2016년
2,O1921,계,849,891,"339,489",2017년
3,O1921,서울,240,262,"88,931",2017년
4,O1921,부산,126,135,"50,361",2017년
5,O1921,인천,49,51,"23,079",2017년
6,O1921,대구,43,43,"16,380",2017년
7,O1921,광주,6,6,"3,226",2017년
8,O1921,대전,14,14,"5,949",2017년
9,O1921,울산,11,11,"4,184",2017년
10,O1921,경기,145,148,"59,761",2017년
11,O1921,강원,38,38,"14,860",2017년
12,O1921,충북,33,32,"12,128",2017년
13,O1921,충남,8,9,"3,212",2017년
14,O1921,전북,34,35,"12,152",2017년
15,O1921,전남,16,17,"8,618",2017년
16,O1921,경북,24,24,"11,816",2017년
17,O1921,경남,52,55,"20,072",2017년
18,O1921,제주,10,10,"4,760",2017년
2,O1921,계,807,841,"400,205",2018년
3,O1921,서울,223,240,"102,473",2018년
4,O1921,부산,106,107,"50,783",2018년
5,O1921,인천,54,56,"34,215",2018년
6,O1921,대구,50,51,"22,440",2018년
7,O1921,광주,5,5,"2,320",2018년
8,O1921,대전,7,7,"3,928",2018년
9,O1921,울산,4,4,"1,757",2018년
10,O1921,경기,139,140,"68,429",2018년
11,O1921,강원,47,49,"27,168",2018년
12,O1921,충북,23,24,"11,790",2018년
13,O1921,충남,14,18,"7,652",2018년
14,O1921,전북,42,45,"19,732",2018년
15,O1921,전남,19,20,"9,024",2018년
16,O1921,경북,16,16,"8,609",2018년
17,O1921,경남,51,53,"25,860",2018년
18,O1921,제주,7,7,"4,026",2018년
2,O1921,계,642,705,"364,394",2019년
3,O1921,서울,160,192,"85,756",2019년
4,O1921,부산,70,71,"37,438",2019년
5,O1921,인천,41,42,"27,748",2019년
6,O1921,대구,37,44,"21,303",2019년
7,O1921,광주,3,3,"1,329",2019년
8,O1921,대전,13,13,"8,246",2019년
9,O1921,울산,5,5,"2,832",2019년
10,O1921,경기,163,174,"93,842",2019년
11,O1921,강원,37,40,"21,713",2019년
12,O1921,충북,16,16,"11,611",2019년
13,O1921,충남,13,21,"6,587",2019년
14,O1921,전북,29,30,"15,059",2019년
15,O1921,전남,18,18,"10,821",2019년
16,O1921,경북,7,7,"4,607",2019년
17,O1921,경남,28,28,"13,949",2019년
18,O1921,제주,2,2,"1,554",2019년
2,O1921,계,620,750,"394,278",2020년
3,O1921,서울,145,183,"82,459",2020년
4,O1921,부산,48,56,"29,642",2020년
5,O1921,인천,38,38,"29,626",2020년
6,O1921,대구,29,39,"19,324",2020년
7,O1921,광주,8,9,"4,499",2020년
8,O1921,대전,16,17,"9,173",2020년
9,O1921,울산,7,8,"4,324",2020년
10,O1921,경기,147,186,"95,991",2020년
11,O1921,강원,37,46,"26,240",2020년
12,O1921,충북,15,15,"10,659",2020년
13,O1921,충남,25,42,"13,781",2020년
14,O1921,전북,42,43,"24,179",2020년
15,O1921,전남,21,20,"12,269",2020년
16,O1921,경북,20,21,"15,376",2020년
17,O1921,경남,19,24,"13,768",2020년
18,O1921,제주,3,3,"2,967",2020년
2,O1921,계,539,731,"357,374",2021년
3,O1921,서울,108,164,"64,711",2021년
4,O1921,부산,46,78,"32,470",2021년
5,O1921,인천,27,35,"22,738",2021년
6,O1921,대구,35,46,"24,575",2021년
7,O1921,광주,2,2,"1,284",2021년
8,O1921,대전,13,15,"9,040",2021년
9,O1921,울산,10,10,"5,755",2021년
10,O1921,경기,142,196,"89,227",2021년
11,O1921,강원,25,33,"17,210",2021년
12,O1921,충북,16,17,"13,094",2021년
13,O1921,충남,21,32,"13,885",2021년
14,O1921,전북,41,43,"25,174",2021년
15,O1921,전남,5,5,"2,733",2021년
16,O1921,경북,12,12,"10,009",2021년
17,O1921,경남,35,43,"24,966",2021년
18,O1921,제주,1,1,502,2021년
2,O1922,계,"1,021","2,876","334,750",2010년
3,O1922,서울,380,"1,142","136,514",2010년
4,O1922,부산,153,429,"47,994",2010년
5,O1922,인천,34,120,"14,042",2010년
6,O1922,대구,64,138,"16,018",2010년
7,O1922,광주,23,35,"4,020",2010년
8,O1922,대전,27,62,"7,463",2010년
9,O1922,울산,19,41,"4,826",2010년
10,O1922,경기,151,423,"49,010",2010년
11,O1922,강원,47,130,"14,561",2010년
12,O1922,충북,41,161,"18,012",2010년
13,O1922,충남,13,46,"5,165",2010년
14,O1922,전북,4,11,"1,326",2010년
15,O1922,전남,4,6,691,2010년
16,O1922,경북,13,18,"2,078",2010년
17,O1922,경남,35,87,"10,036",2010년
18,O1922,제주,15,27,"2,994",2010년
2,O1922,계,953,"2,806","249,787",2011년
3,O1922,서울,356,"1,156","106,282",2011년
4,O1922,부산,145,465,"40,579",2011년
5,O1922,인천,25,100,"8,955",2011년
6,O1922,대구,58,118,"10,269",2011년
7,O1922,광주,24,60,"5,128",2011년
8,O1922,대전,25,48,"4,077",2011년
9,O1922,울산,18,37,"3,158",2011년
10,O1922,경기,156,427,"37,200",2011년
11,O1922,강원,44,115,"10,240",2011년
12,O1922,충북,28,74,"6,320",2011년
13,O1922,충남,10,23,"1,916",2011년
14,O1922,전북,4,15,"1,265",2011년
15,O1922,전남,6,14,"1,135",2011년
16,O1922,경북,9,22,"1,890",2011년
17,O1922,경남,33,91,"7,951",2011년
18,O1922,제주,16,41,"3,423",2011년
2,O1922,계,"1,139","3,392","207,316",2012년
3,O1922,서울,363,"1,205","75,591",2012년
4,O1922,부산,182,566,"33,106",2012년
5,O1922,인천,45,147,"9,458",2012년
6,O1922,대구,66,187,"11,365",2012년
7,O1922,광주,45,100,"6,210",2012년
8,O1922,대전,31,58,"3,547",2012년
9,O1922,울산,28,64,"3,862",2012년
10,O1922,경기,153,513,"30,587",2012년
11,O1922,강원,47,121,"7,271",2012년
12,O1922,충북,39,84,"5,199",2012년
13,O1922,충남,9,17,"1,138",2012년
14,O1922,전북,10,17,981,2012년
15,O1922,전남,23,49,"3,003",2012년
16,O1922,경북,14,33,"1,911",2012년
17,O1922,경남,52,132,"8,214",2012년
18,O1922,제주,35,98,"5,875",2012년
2,O1922,계,"1,006","3,068","180,274",2013년
3,O1922,서울,333,"1,172","69,634",2013년
4,O1922,부산,146,440,"25,476",2013년
5,O1922,인천,36,108,"6,329",2013년
6,O1922,대구,43,156,"9,220",2013년
7,O1922,광주,47,115,"6,819",2013년
8,O1922,대전,27,95,"5,569",2013년
9,O1922,울산,13,30,"1,699",2013년
10,O1922,경기,190,500,"29,097",2013년
11,O1922,강원,54,202,"11,780",2013년
12,O1922,충북,27,61,"3,580",2013년
13,O1922,충남,5,10,562,2013년
14,O1922,전북,9,17,"1,002",2013년
15,O1922,전남,21,40,"2,346",2013년
16,O1922,경북,13,16,964,2013년
17,O1922,경남,31,89,"5,184",2013년
18,O1922,제주,11,18,"1,012",2013년
2,O1922,계,950,"2,636","156,826",2014년
3,O1922,서울,315,889,"53,235",2014년
4,O1922,부산,139,446,"26,304",2014년
5,O1922,인천,34,100,"5,960",2014년
6,O1922,대구,51,157,"9,632",2014년
7,O1922,광주,37,83,"5,039",2014년
8,O1922,대전,19,49,"2,921",2014년
9,O1922,울산,10,19,"1,097",2014년
10,O1922,경기,185,482,"28,553",2014년
11,O1922,강원,63,187,"10,878",2014년
12,O1922,충북,36,96,"5,706",2014년
13,O1922,충남,5,8,472,2014년
14,O1922,전북,6,16,993,2014년
15,O1922,전남,14,17,980,2014년
16,O1922,경북,2,3,174,2014년
17,O1922,경남,28,65,"3,792",2014년
18,O1922,제주,8,19,"1,091",2014년
2,O1922,계,742,"2,162","129,927",2015년
3,O1922,서울,247,686,"41,428",2015년
4,O1922,부산,107,304,"18,299",2015년
5,O1922,인천,14,28,"1,699",2015년
6,O1922,대구,28,84,"5,112",2015년
7,O1922,광주,5,6,366,2015년
8,O1922,대전,7,28,"1,669",2015년
9,O1922,울산,9,15,908,2015년
10,O1922,경기,172,596,"35,799",2015년
11,O1922,강원,46,175,"10,305",2015년
12,O1922,충북,30,74,"4,408",2015년
13,O1922,충남,2,12,708,2015년
14,O1922,전북,21,36,"2,202",2015년
15,O1922,전남,7,8,469,2015년
16,O1922,경북,7,7,412,2015년
17,O1922,경남,36,88,"5,264",2015년
18,O1922,제주,8,15,877,2015년
2,O1922,계,732,"2,250","137,356",2016년
3,O1922,서울,216,680,"41,629",2016년
4,O1922,부산,109,288,"17,502",2016년
5,O1922,인천,28,74,"4,592",2016년
6,O1922,대구,50,138,"8,496",2016년
7,O1922,광주,6,10,609,2016년
8,O1922,대전,8,15,"1,007",2016년
9,O1922,울산,6,13,776,2016년
10,O1922,경기,162,581,"35,363",2016년
11,O1922,강원,42,157,"9,376",2016년
12,O1922,충북,26,45,"2,729",2016년
13,O1922,충남,10,41,"2,522",2016년
14,O1922,전북,12,32,"1,996",2016년
15,O1922,전남,5,8,477,2016년
16,O1922,경북,10,22,"1,314",2016년
17,O1922,경남,40,139,"8,551",2016년
18,O1922,제주,3,7,418,2016년
2,O1922,계,546,"1,530","98,725",2017년
3,O1922,서울,166,448,"28,668",2017년
4,O1922,부산,91,225,"14,615",2017년
5,O1922,인천,18,50,"3,297",2017년
6,O1922,대구,33,95,"6,212",2017년
7,O1922,광주,4,8,577,2017년
8,O1922,대전,5,14,933,2017년
9,O1922,울산,7,10,643,2017년
10,O1922,경기,93,305,"19,701",2017년
11,O1922,강원,27,71,"4,458",2017년
12,O1922,충북,13,28,"1,749",2017년
13,O1922,충남,9,34,"2,116",2017년
14,O1922,전북,22,60,"3,896",2017년
15,O1922,전남,10,21,"1,483",2017년
16,O1922,경북,4,8,547,2017년
17,O1922,경남,36,127,"8,223",2017년
18,O1922,제주,8,26,"1,607",2017년
2,O1922,계,488,"1,397","108,311",2018년
3,O1922,서울,160,496,"38,418",2018년
4,O1922,부산,68,182,"14,224",2018년
5,O1922,인천,29,71,"5,678",2018년
6,O1922,대구,38,130,"9,995",2018년
7,O1922,광주,-,-,-,2018년
8,O1922,대전,2,3,238,2018년
9,O1922,울산,2,4,309,2018년
10,O1922,경기,76,179,"13,633",2018년
11,O1922,강원,22,62,"4,626",2018년
12,O1922,충북,11,24,"1,845",2018년
13,O1922,충남,11,43,"3,434",2018년
14,O1922,전북,19,49,"3,892",2018년
15,O1922,전남,7,16,"1,295",2018년
16,O1922,경북,7,19,"1,445",2018년
17,O1922,경남,32,106,"8,282",2018년
18,O1922,제주,7,13,997,2018년
2,O1922,계,401,"1,158","100,995",2019년
3,O1922,서울,115,388,"33,861",2019년
4,O1922,부산,34,88,"7,498",2019년
5,O1922,인천,29,86,"7,985",2019년
6,O1922,대구,27,65,"5,679",2019년
7,O1922,광주,1,1,91,2019년
8,O1922,대전,4,9,861,2019년
9,O1922,울산,-,-,-,2019년
10,O1922,경기,97,248,"21,094",2019년
11,O1922,강원,25,96,"8,274",2019년
12,O1922,충북,7,16,"1,449",2019년
13,O1922,충남,7,11,969,2019년
14,O1922,전북,19,36,"3,256",2019년
15,O1922,전남,6,9,817,2019년
16,O1922,경북,3,3,251,2019년
17,O1922,경남,25,91,"7,951",2019년
18,O1922,제주,2,11,958,2019년
2,O1922,계,364,"1,001","95,495",2020년
3,O1922,서울,92,249,"23,502",2020년
4,O1922,부산,30,78,"7,545",2020년
5,O1922,인천,18,51,"5,090",2020년
6,O1922,대구,23,46,"4,576",2020년
7,O1922,광주,4,30,"2,988",2020년
8,O1922,대전,8,20,"1,931",2020년
9,O1922,울산,3,4,379,2020년
10,O1922,경기,87,261,"23,592",2020년
11,O1922,강원,22,69,"6,096",2020년
12,O1922,충북,10,15,"1,427",2020년
13,O1922,충남,17,40,"4,217",2020년
14,O1922,전북,28,64,"6,470",2020년
15,O1922,전남,4,6,620,2020년
16,O1922,경북,3,8,777,2020년
17,O1922,경남,13,50,"5,021",2020년
18,O1922,제주,2,10,"1,263",2020년
2,O1922,계,312,949,"91,216",2021년
3,O1922,서울,76,291,"27,649",2021년
4,O1922,부산,28,85,"8,525",2021년
5,O1922,인천,15,40,"4,338",2021년
6,O1922,대구,20,55,"5,569",2021년
7,O1922,광주,2,3,304,2021년
8,O1922,대전,4,14,"1,378",2021년
9,O1922,울산,4,5,491,2021년
10,O1922,경기,86,252,"23,339",2021년
11,O1922,강원,15,51,"4,292",2021년
12,O1922,충북,8,10,"1,045",2021년
13,O1922,충남,15,28,"2,775",2021년
14,O1922,전북,23,59,"6,032",2021년
15,O1922,전남,1,1,99,2021년
16,O1922,경북,4,14,"1,377",2021년
17,O1922,경남,10,35,"3,412",2021년
18,O1922,제주,1,6,591,2021년
2,O2001,계,"2,950","3,054","704,293",2010년
3,O2001,서울,808,840,"190,251",2010년
4,O2001,부산,233,236,"53,315",2010년
5,O2001,인천,96,98,"22,576",2010년
6,O2001,대구,232,240,"60,006",2010년
7,O2001,광주,110,111,"26,473",2010년
8,O2001,대전,91,92,"20,989",2010년
9,O2001,울산,83,86,"19,571",2010년
10,O2001,경기,614,630,"140,579",2010년
11,O2001,강원,137,144,"33,714",2010년
12,O2001,충북,96,102,"25,213",2010년
13,O2001,충남,65,67,"15,637",2010년
14,O2001,전북,112,116,"26,843",2010년
15,O2001,전남,39,43,"9,375",2010년
16,O2001,경북,72,73,"17,275",2010년
17,O2001,경남,137,140,"34,015",2010년
18,O2001,제주,34,36,"8,461",2010년
19,O2001,세종,-,-,-,2010년
2,O2001,계,"3,113","3,234","725,869",2011년
3,O2001,서울,850,881,"195,998",2011년
4,O2001,부산,309,316,"70,316",2011년
5,O2001,인천,103,106,"23,694",2011년
6,O2001,대구,162,167,"40,111",2011년
7,O2001,광주,136,136,"31,793",2011년
8,O2001,대전,100,103,"23,928",2011년
9,O2001,울산,82,85,"19,762",2011년
10,O2001,경기,593,631,"132,902",2011년
11,O2001,강원,151,160,"36,437",2011년
12,O2001,충북,93,94,"22,446",2011년
13,O2001,충남,83,88,"20,473",2011년
14,O2001,전북,118,120,"27,848",2011년
15,O2001,전남,69,70,"16,556",2011년
16,O2001,경북,93,96,"21,965",2011년
17,O2001,경남,118,120,"28,660",2011년
18,O2001,제주,57,60,"12,981",2011년
19,O2001,세종,-,-,-,2011년
2,O2001,계,"3,174","3,337","737,963",2012년
3,O2001,서울,933,975,"214,566",2012년
4,O2001,부산,266,271,"60,697",2012년
5,O2001,인천,104,108,"24,587",2012년
6,O2001,대구,183,184,"43,217",2012년
7,O2001,광주,129,133,"30,436",2012년
8,O2001,대전,107,114,"27,190",2012년
9,O2001,울산,72,73,"16,018",2012년
10,O2001,경기,586,648,"130,487",2012년
11,O2001,강원,119,125,"28,352",2012년
12,O2001,충북,101,101,"24,157",2012년
13,O2001,충남,71,74,"15,868",2012년
14,O2001,전북,112,121,"27,685",2012년
15,O2001,전남,109,109,"26,442",2012년
16,O2001,경북,95,100,"23,033",2012년
17,O2001,경남,131,130,"30,002",2012년
18,O2001,제주,67,68,"15,223",2012년
19,O2001,세종,-,-,-,2012년
2,O2001,계,"3,623","3,846","872,222",2013년
3,O2001,서울,"1,077","1,166","259,379",2013년
4,O2001,부산,293,302,"68,058",2013년
5,O2001,인천,135,142,"33,166",2013년
6,O2001,대구,225,234,"55,669",2013년
7,O2001,광주,139,139,"32,620",2013년
8,O2001,대전,136,141,"32,215",2013년
9,O2001,울산,70,72,"16,664",2013년
10,O2001,경기,744,810,"174,339",2013년
11,O2001,강원,119,123,"29,575",2013년
12,O2001,충북,99,102,"25,798",2013년
13,O2001,충남,94,96,"21,818",2013년
14,O2001,전북,134,136,"31,754",2013년
15,O2001,전남,84,85,"20,508",2013년
16,O2001,경북,106,106,"25,718",2013년
17,O2001,경남,135,141,"33,394",2013년
18,O2001,제주,49,50,"11,547",2013년
19,O2001,세종,-,-,-,2013년
2,O2001,계,"3,740","4,002","1,009,430",2014년
3,O2001,서울,"1,079","1,178","284,232",2014년
4,O2001,부산,274,284,"73,364",2014년
5,O2001,인천,167,174,"45,713",2014년
6,O2001,대구,175,178,"45,909",2014년
7,O2001,광주,164,168,"44,974",2014년
8,O2001,대전,130,135,"37,120",2014년
9,O2001,울산,63,70,"17,844",2014년
10,O2001,경기,767,847,"199,910",2014년
11,O2001,강원,149,154,"39,775",2014년
12,O2001,충북,114,114,"31,310",2014년
13,O2001,충남,106,109,"28,673",2014년
14,O2001,전북,132,138,"38,557",2014년
15,O2001,전남,86,91,"24,690",2014년
16,O2001,경북,120,122,"32,903",2014년
17,O2001,경남,169,174,"45,695",2014년
18,O2001,제주,63,66,"18,763",2014년
19,O2001,세종,-,-,-,2014년
2,O2001,계,"3,788","4,088","1,215,039",2015년
3,O2001,서울,"1,113","1,211","349,636",2015년
4,O2001,부산,261,281,"86,374",2015년
5,O2001,인천,167,182,"55,393",2015년
6,O2001,대구,219,225,"69,567",2015년
7,O2001,광주,134,139,"43,658",2015년
8,O2001,대전,100,106,"33,700",2015년
9,O2001,울산,74,78,"24,010",2015년
10,O2001,경기,794,887,"245,824",2015년
11,O2001,강원,108,114,"35,528",2015년
12,O2001,충북,119,123,"38,192",2015년
13,O2001,충남,89,89,"27,313",2015년
14,O2001,전북,131,136,"43,911",2015년
15,O2001,전남,91,95,"28,900",2015년
16,O2001,경북,155,158,"48,125",2015년
17,O2001,경남,169,184,"57,597",2015년
18,O2001,제주,76,80,"27,311",2015년
19,O2001,세종,-,-,-,2015년
2,O2001,계,"4,139","4,480","1,397,015",2016년
3,O2001,서울,"1,248","1,365","403,234",2016년
4,O2001,부산,313,327,"105,038",2016년
5,O2001,인천,174,188,"58,426",2016년
6,O2001,대구,255,262,"81,935",2016년
7,O2001,광주,170,178,"71,908",2016년
8,O2001,대전,118,122,"39,416",2016년
9,O2001,울산,84,90,"28,534",2016년
10,O2001,경기,805,904,"264,833",2016년
11,O2001,강원,147,163,"52,165",2016년
12,O2001,충북,97,100,"33,680",2016년
13,O2001,충남,103,109,"35,307",2016년
14,O2001,전북,157,166,"50,084",2016년
15,O2001,전남,73,74,"24,063",2016년
16,O2001,경북,132,142,"50,137",2016년
17,O2001,경남,205,220,"75,380",2016년
18,O2001,제주,70,71,"22,874",2016년
19,O2001,세종,-,-,-,2016년
2,O2001,계,"4,304","4,589","1,564,096",2017년
3,O2001,서울,"1,400","1,484","486,043",2017년
4,O2001,부산,240,250,"85,827",2017년
5,O2001,인천,182,198,"64,667",2017년
6,O2001,대구,270,280,"94,741",2017년
7,O2001,광주,191,196,"88,389",2017년
